,Tit_pag,link_pag
262,PRODUCCIÓN EDITORIAL III,http://csh.izt.uam.mx/licenciaturas/letras_hispanicas/propuesta/UEAS/Programas/11Clv_2255252.pdf
263,DIDÁCTICA DE LA LITERATURA IV,http://csh.izt.uam.mx/licenciaturas/letras_hispanicas/propuesta/UEAS/Programas/4Clv_2255245.pdf
264,SEMINARIO DE INVESTIGACIÓN LITERARIA IV,http://csh.izt.uam.mx/licenciaturas/letras_hispanicas/propuesta/UEAS/Programas/8Clv_2255249.pdf
265,PRODUCCIÓN EDITORIAL IV,http://csh.izt.uam.mx/licenciaturas/letras_hispanicas/propuesta/UEAS/Programas/12Clv_2255253.pdf
266,Psicología Social,http://dcsh.izt.uam.mx/licenciaturas/psicologia_social/
267,Selección de Optativas,http://www.cseuami.org/index.php/optativas#seleccion-de-optativas
268,Optativas Extradivisionales,http://www.cseuami.org/index.php/optativas#optativas-extradivisionales
269, Ingeniería Biomédica,http://www.cseuami.org/index.php/optativas#ingenieria-biomedica
270, Ingeniería Hidrológica,http://www.cseuami.org/index.php/optativas#ingenieria-hidrologica
271, Ingeniería Química,http://www.cseuami.org/index.php/optativas#ingenieria-quimica
272, Ingeniería en Energía,http://www.cseuami.org/index.php/optativas#ingenieria-en-energia
273, Física,http://www.cseuami.org/index.php/optativas#fisica
274, Ingeniería Electrónica,http://www.cseuami.org/index.php/optativas#ingenieria-electronica
275, Matemáticas,http://www.cseuami.org/index.php/optativas#matematicas
276, Química,http://www.cseuami.org/index.php/optativas#quimica
277, Computación,http://www.cseuami.org/index.php/optativas#computacion
278, Ciencias Atmosféricas,http://www.cseuami.org/index.php/optativas#ciencias-atmosfericas
279, Biología,http://www.cseuami.org/index.php/optativas#biologia
280, Biología Experimental,http://www.cseuami.org/index.php/optativas#biologia-experimental
281, Hidrobiología,http://www.cseuami.org/index.php/optativas#hidrobiologia
282, Producción Animal,http://www.cseuami.org/index.php/optativas#produccion-animal
283, Ingeniería Bioquímica Industrial,http://www.cseuami.org/index.php/optativas#ingenieria-bioquimica-industrial
284, Ingeniería de los Alimentos,http://www.cseuami.org/index.php/optativas#ingenieria-de-los-alimentos
285, Administración,http://www.cseuami.org/index.php/optativas#administracion
286, Antropología Social,http://www.cseuami.org/index.php/optativas#antropologia-social
287, Letras Hispánicas,http://www.cseuami.org/index.php/optativas#letras-hispanicas
288, Filosofía,http://www.cseuami.org/index.php/optativas#filosofia
289, Economía,http://www.cseuami.org/index.php/optativas#economia
290, Sociología,http://www.cseuami.org/index.php/optativas#sociologia
291, Historia,http://www.cseuami.org/index.php/optativas#historia
292, Lingüística,http://www.cseuami.org/index.php/optativas#lingueistica
293, Ciencia Política,http://www.cseuami.org/index.php/optativas#ciencia-politica
294, Psicología Social,http://www.cseuami.org/index.php/optativas#psicologia-social
295, Geografía Humana,http://www.cseuami.org/index.php/optativas#geografia-humana
296,Inscripción,http://www.cseuami.org/index.php/inscripcion
297,Reinscripción en Web y Tabla de Créditos,http://www.cseuami.org/index.php/reinscripcion
298,Evaluaciones de Recuperación en Web,http://www.cseuami.org/index.php/evaluaciones-recuperacion
299,Altas y Bajas a UEA-Grupo en Web,http://www.cseuami.org/index.php/altas-bajas-cambios
300,Renuncias en Web,http://www.cseuami.org/index.php/renuncia
301,Rectificación de Calificación,http://www.cseuami.org/index.php/rectificacion-de-calificacion
302,Revisión de Calificación,http://www.cseuami.org/index.php/revision-de-calificacion
303,Credencial de Alumno,http://www.cseuami.org/index.php/credencial-uami
304,Cambios de Carrera,http://www.cseuami.org/index.php/cambio-carrera
305,Cambio de Unidad a la Misma División,http://www.cseuami.org/index.php/cambio-unidad
306,Segunda Carrera,http://www.cseuami.org/index.php/segunda-carrera
307,Solicitud para Segunda Carrera,http://www.cseuami.org/documentos/licenciatura/formatos/segunda_carrera_1.pdf
308,Tipos de Constancias y Costos,http://www.cseuami.org/index.php/tipos-constancias
309,Constancias,http://www.cseuami.org/index.php/constancias
310,Certificado Parcial,http://www.cseuami.org/index.php/certificado-estudios
311,Financiamiento Educativo,http://www.cseuami.org/index.php/financiamiento
312,Pago de Cuotas por Línea de Captura,http://www.cseuami.org/index.php/pagos-linea
313,Instructivo de Reinscripción Web,http://www.cseuami.org/documentos/licenciatura/instructivos/instructivo_web.pdf
314,Ayuda Económica (hijos de trabajadores),http://www.cseuami.org/index.php/ayuda-economica
315,Solicitud de Ayuda Económica,http://www.cseuami.org/documentos/licenciatura/formatos/pagos/ayuda_economica.pdf
316,Prórroga para Terminar los Estudios,http://www.cseuami.org/index.php/prorroga-lic
317,Reingreso,http://www.cseuami.org/index.php/reingreso-lic
318,5ta Oportunidad,http://www.cseuami.org/index.php/quinta-oportunidad-especial
319,Solicitud de Evaluación de Recuperación,http://www.cseuami.org/documentos/licenciatura/formatos/sol_evaluacion_recuperacion.pdf
320,IMSS ,http://www.cseuami.org/index.php/seguro-salud
321,Formato No Incorporación,http://www.cseuami.org/documentos/licenciatura/formatos/cedula_no_inc.pdf
322,Alumno,http://www.cseuami.org/index.php/movilidad-alumno
323,Solicitud de Alumno en Programa de Movilidad,http://www.cseuami.org/documentos/licenciatura/formatos/movilidad_alumno.pdf
324,Participante,http://www.cseuami.org/index.php/movilidad-participante
325,Solicitud de Participante en Programas de Movilidad,http://www.cseuami.org/documentos/licenciatura/formatos/movilidad_participante.pdf
326,"Acreditaciones de Estudios, Establecimiento de Equivalencia y Revalidación de Estudios",http://www.cseuami.org/index.php/acreditacion
327,Instructivo de Acreditación de Estudios,http://www.cseuami.org/documentos/licenciatura/instructivos/instructivo_acreditación_18o.pdf
328,Instructivo de Establecimiento de Equivalencias,http://www.cseuami.org/documentos/licenciatura/instructivos/instructivo_equivalencias_18o.pdf
329,Instructivo de Revalidación de Estudios,http://www.cseuami.org/documentos/licenciatura/instructivos/instructivo_revalidacion_18o.pdf
330,Conclusión de Créditos por Experiencia Laboral ,http://www.cseuami.org/index.php/exp-lab
331,No. de Alumnos,http://www.cseuami.org/index.php/est-lic#no-de-alumnos
332,Nuevo Ingreso,http://www.cseuami.org/index.php/est-lic#nuevo-ingreso
333,Población Estudiantil,http://www.cseuami.org/index.php/est-lic#poblacion-estudiantil
334,Posgrado en Ciencias y Tecnologías de la Información,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/ciencias-y-tecnologias-de-la-informacion
335,aquí.,http://www.uam.mx/posgrados/pdfs/143_2a_Posgrado_en_Ciencias_y_Tecnologias_de_la_Informacion_IZT.pdf
336,Posgrado en Energía y Medio Ambiente,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/energia-y-medio-ambiente
337,Posgrado en Física,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/fisica
338,Posgrado en Ingeniería Biomédica,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/pib
339,aquí. ,http://www.uam.mx/posgrados/pdfs/115_2a_Posgrado_en_Ingenieria_Biomedica_IZT.pdf
340,Posgrado en Ingeniería Química,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/ingenieria-quimica
341,Posgrado en Matemáticas,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/matematicas
342,Posgrado en Química,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/pquim
343,Posgrado en Matemáticas Aplicadas e Industriales,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/matematicas-aplicadas-e-industriales
344,aquí,https://cbi.izt.uam.mx/coddaa/files/Posgrado/MA_ciencias-matematicas-aplicadas-e-indust.pdf
345,Especialización en Física Médica Clínica,https://cbi.izt.uam.mx/coddaa/index.php/posgrado/fisica-medica
346,Ciencias Antropológicas,http://dcsh.izt.uam.mx/departamentos/antropologia/?page_id=111
347,Ciencias Administrativas,http://dcsh.izt.uam.mx/temporal/pica/
348,CONVOCATORIA 2021-2024,http://dcsh.izt.uam.mx/temporal/pica/wp-content/uploads/2020/10/CONVOCATORIA-2021-2024.pdf
349,http://dcsh.izt.uam.mx/temporal/pica/wp-content/uploads/2016/05/CORTINILLA-BIENVENIDA-PICA-face-chico.mp4,http://dcsh.izt.uam.mx/temporal/pica/wp-content/uploads/2016/05/CORTINILLA-BIENVENIDA-PICA-face-chico.mp4
350,Plan Maestría y Doctorado en Ciencias Administrativas,http://dcsh.izt.uam.mx/temporal/pica/wp-content/uploads/2016/07/Plan-Maestría-y-Doctorado-en-Ciencias-Administrativas.pdf
351,Estudios Organizacionales,http://www2.izt.uam.mx/eorg/index.php
352,Estudios Sociales,http://www2.izt.uam.mx/mydes/
353,Humanidades,http://dcsh.izt.uam.mx/posgrados/humanidades/
354,Sitio,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/
355,Dra. Angélica Bautista López,http://dcsh.izt.uam.mx/posgrados/psicologiasocial/wp-content/uploads/2020/04/CV-Angelica-Bautista.pdf
356,Trámites Escolares,http://www.cseuami.org/index.php/tramites-escolares-posgrado
357,Calendario Escolar,http://www.cseuami.org/index.php/cal-esc
358,Estadísticas,http://www.cseuami.org/index.php/estadisticas-posgrado
359,Trimestre 18-O,http://www.cseuami.org/documentos/posgrado/estadisticas/cbi/CBI_18O.pdf
360,Convocatorias,http://www.cseuami.org/index.php/ingreso-posgrado#convocatorias
361,Admisión,http://www.cseuami.org/index.php/ingreso-posgrado#admision
362,Formatos,http://www.cseuami.org/index.php/ingreso-posgrado#formatos
363, CBI,http://www.cseuami.org/index.php/ingreso-posgrado#cbi
364, CBS,http://www.cseuami.org/index.php/ingreso-posgrado#cbs
365, CSH,http://www.cseuami.org/index.php/ingreso-posgrado#csh
366,Revisión de Estudios,http://www.cseuami.org/index.php/egreso#revision-de-estudios
367,Obtención de Grado,http://www.cseuami.org/index.php/egreso#obtencion-de-grado
368,Trámite,http://www.cseuami.org/index.php/tramite-diploma-especializacion#tramite
369,Especificaciones de Documentos,http://www.cseuami.org/index.php/tramite-diploma-especializacion#especificaciones-de-documentos
370,Firma y Entrega del Diploma,http://www.cseuami.org/index.php/entrega-especializacion
371,consulta aquí las especificaciones  de los documentos,http://www.cseuami.org/index.php/tramite-de-grado-de-maestria#especificaciones-de-documentos
372,Firma y Entrega,http://www.cseuami.org/index.php/entrega-maestria
373,Consulta aquí las especificaciones de los documentos,http://www.cseuami.org/index.php/tramite-grado-doctorado#especificaciones-de-documentos
374, Actividades Deportivas,http://www.cseuami.org/index.php/legislacion/instructivos-de-servicios#actividades-deportivas
375, Cafetería,http://www.cseuami.org/index.php/legislacion/instructivos-de-servicios#cafeteria
376, Laboratorios de Docencia,http://www.cseuami.org/index.php/legislacion/instructivos-de-servicios#laboratorios-de-docencia
377, Lenguas Extranjeras,http://www.cseuami.org/index.php/legislacion/instructivos-de-servicios#lenguas-extranjeras
378, Servicios Documentales,http://www.cseuami.org/index.php/legislacion/instructivos-de-servicios#servicios-documentales
379, Servicios de Cómputo,http://www.cseuami.org/index.php/legislacion/instructivos-de-servicios#servicios-de-computo
380, Cambio de Licenciatura CBI,http://www.cseuami.org/index.php/legislacion/lineamientos#cambio-de-licenciatura-cbi
381, Cambio de Licenciatura CSH,http://www.cseuami.org/index.php/legislacion/lineamientos#cambio-de-licenciatura-csh
382, Cursar Optativas para Alumnos de la División de CBI,http://www.cseuami.org/index.php/legislacion/lineamientos#cursar-optativas-para-alumnos-de-la-division-de-cbi
383, Movilidad para Alumnos de CBI,http://www.cseuami.org/index.php/legislacion/lineamientos#movilidad-para-alumnos-de-cbi
384, Movilidad para Alumnos de CSH,http://www.cseuami.org/index.php/legislacion/lineamientos#movilidad-para-alumnos-de-csh
385, Conclusión de Créditos por Experiencia Laboral CBI,http://www.cseuami.org/index.php/legislacion/lineamientos#conclusion-de-creditos-por-experiencia-laboral-cbi
386, Conclusión de Créditos por Experiencia Laboral CBS,http://www.cseuami.org/index.php/legislacion/lineamientos#conclusion-de-creditos-por-experiencia-laboral-cbs
387,Firma y Entrega del Título Licenciatura,http://www.cseuami.org/index.php/entrega-del-titulo
388,Documentos,http://www.cseuami.org/index.php/tramite-titulacion-lic#documentos
389,Instructivo Módulo de Títulación,http://www.cseuami.org/index.php/tramite-titulacion-lic#instructivo-modulo-de-titulacion
390,Consulta aquí la especificación de los documentos,http://www.cseuami.org/index.php/tramite-titulacion-lic#especificaciones-de-documentos
391,Saltar al contenido,http://escolaresbot.izt.uam.mx/#site-content
392,Acerca de,http://escolaresbot.izt.uam.mx/?page_id=15
393,Contacto,http://escolaresbot.izt.uam.mx/?page_id=16
394,"

							Ir arriba ↑ 

							Subir ↑ 
",http://escolaresbot.izt.uam.mx/#site-header
395,"

Previous
",http://www.celex.izt.uam.mx/celex/index.shtml#carousel
396,"
Chat en línea Da click aquí
",http://www.celex.izt.uam.mx/mibew/index.php/chat?locale=en
397,"


CBI

 ",https://cbi.izt.uam.mx/index.php
398,"

Presentación

",https://cbi.izt.uam.mx/index.php/cbi/presentacion
399,"

Histórico de directores

 ",https://cbi.izt.uam.mx/index.php/cbi/historico-de-directores
400,"

Profesores eméritos y distinguidos

 ",https://cbi.izt.uam.mx/index.php/cbi/profesores-distinguidos
401,"

Informes anuales

",https://cbi.izt.uam.mx/index.php/cbi/informes-anuales
402,"

Ubicación

",https://cbi.izt.uam.mx/index.php/cbi/ubicacion
403,"

Directorio

",https://cbi.izt.uam.mx/index.php/cbi/directorio
404,"


Investigación

 ",https://cbi.izt.uam.mx/index.php/investigacion
405,"

Laboratorios divisionales

 ",https://cbi.izt.uam.mx/index.php/investigacion/laboratorios-divisionales
406,"

Publicaciones

",https://cbi.izt.uam.mx/index.php/investigacion/publicaciones
407,"

Departamentos

",https://cbi.izt.uam.mx/index.php/investigacion/departamentos
408,"

Conferencias y Divulgación

",https://cbi.izt.uam.mx/index.php/investigacion/conferencias-y-divulgacion
409,"


Comunidad

 ",https://cbi.izt.uam.mx/index.php/comunidad
410,"

Alumnos

",https://cbi.izt.uam.mx/index.php/comunidad/alumnos
411,"

Académicos

 ",https://cbi.izt.uam.mx/index.php/comunidad/academicos
412,"

Laboratorios de docencia

",https://cbi.izt.uam.mx/index.php/comunidad/laboratorios-de-docencia
413,"

Alumnos nuevo ingreso

 ",https://cbi.izt.uam.mx/index.php/comunidad/alumnos-nuevo-ingreso
414,"


Consejo divisional

",https://cbi.izt.uam.mx/consejo_divisional/
415,"
                                                        Ver Calendario
                                                    ",https://cbi.izt.uam.mx/consejo_divisional/images/Avisos/Calendario-2020-2021.pdf
416,"
                                                        Leer más
                                                    ",https://cbi.izt.uam.mx/consejo_divisional/images/Avisos/PEER-CBI-20P.pdf
417,"


Secretaría Académica

 ",https://cbi.izt.uam.mx/index.php/secretaria-academica
418,"

Dictámenes para Concursos de Evaluación Curricular

",https://cbi.izt.uam.mx/index.php/secretaria-academica/dictamenes-para-concursos-de-evaluacion-curricular
419,"

Elegibles Comisiones Dictaminadoras

",https://cbi.izt.uam.mx/index.php/secretaria-academica/elegibles-comisiones-dictaminadoras
420,"


CODDAA

",https://cbi.izt.uam.mx/coddaa/
421, Calendario,https://cbi.izt.uam.mx/coddaa/images/Cal-2019-2020-sesion474-17abr2020.jpg
422, Preguntas frecuentes,https://cbi.izt.uam.mx/coddaa/images/SitiosInteres/preguntas-frecuentes.pdf
423, Preguntas frecuentes Becas en especie,https://cbi.izt.uam.mx/coddaa/images/SitiosInteres/preguntas-becas-especie.pdf
424,"
                                                LEER MÁS

                                                ",https://cbi.izt.uam.mx/coddaa/index.php?option=com_content&view=article&id=180
425,"
                                                Planos del Edificio CyT

                                                ",https://cbi.izt.uam.mx/index.php/planos
426,Modulo A firmado jul 19,https://cbi.izt.uam.mx/images/Planos/PlanosAnteproyectoFirmadosJul2019/Modulo_A_firmado_jul_19.pdf
427,Modulo B firmado jul 19,https://cbi.izt.uam.mx/images/Planos/PlanosAnteproyectoFirmadosJul2019/Modulo_B_firmado_jul_19.pdf
428,Modulo A - Ejecutivo 2020,https://cbi.izt.uam.mx/images/Planos/PlanosProyEjecutivo2020/Modulo_A_-_Ejecutivo_2020.pdf
429,Modulo B - Ejecutivo 2020,https://cbi.izt.uam.mx/images/Planos/PlanosProyEjecutivo2020/Modulo_B_-_Ejecutivo_2020.pdf
430,"
                                                        Leer Más
                                                    ",http://www.izt.uam.mx/index.php/modelo-academico-de-la-uam-iztapalapa-que-sera-puesto-a-consulta-proximamente/
431,"
			Saltar al contenido		",http://csh.izt.uam.mx/#content
432,Inicio,http://dcsh.izt.uam.mx/home/
433,Presentación,http://dcsh.izt.uam.mx/home/presentacion/
434,Organigrama UAM,http://dcsh.izt.uam.mx/home/organigrama/
435,Informes Anuales,http://dcsh.izt.uam.mx/home/informes-anuales/
436,Reservación de Salas,http://dcsh.izt.uam.mx/home/reservacion-de-salas/
437,CELEX,http://www.celex.izt.uam.mx/celex/
438,Economía,http://dcsh.izt.uam.mx/departamentos/economia/
439,Filosofía,http://dcsh.izt.uam.mx/departamentos/filosofia/
440,Sociología,http://dcsh.izt.uam.mx/departamentos/sociologia/
441,SDIP,http://csh.izt.uam.mx/sistemadivisional/SDIP/
442,Servicio Social,http://dcsh.izt.uam.mx/home/servicio-social/
443,"
TRABAJADORES DE LA FEDERACIÓN ",http://dcsh.izt.uam.mx/home/wp-content/uploads/2021/02/Propuesta-de-alumnos-trabajadores-de-la-federacion.docx
444,"
INSCRIPCIÓN AL SERVICIO ",http://dcsh.izt.uam.mx/home/wp-content/uploads/2021/02/HOJA-DE-INSCRIPCIÓN-AL-SERVICIO-SOCIAL.docx
445,"
FORMATO PARA INFORME FINAL ",http://dcsh.izt.uam.mx/home/wp-content/uploads/2021/02/Informe-final.docx
446,"
SOLICITUD CARTA DE PRESENTACIÓN ",http://dcsh.izt.uam.mx/home/wp-content/uploads/2021/02/SOLICITUD-DE-CARTA-DE-PRESENTA-CIÓN-PARA-SERVICIO-SOCIAL.docx
447,"
HOJA DE TERMINO DE SERVICIO ",http://dcsh.izt.uam.mx/home/wp-content/uploads/2021/02/hoja-de-termino-de-servicio-social.docx
448,Gestión Escolar,http://dcsh.izt.uam.mx/home/gestion-escolar/
449,Consejo Editorial,http://dcsh.izt.uam.mx/consejoeditorial/
